,product,price_coefficient,product_desc
5279,293352,0.7229436680279397,"Heterocyclic compounds: containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure, malonylurea (barbituric acid) and its salts"
708,841451,0.7228799500566394,"Fans: table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an output not exceeding 125W"
1820,320720,0.7227696653385831,"Enamels and glazes: vitrifiable enamels and glazes, engobes (slips) and similar preparations"
3342,521149,0.7221922052454527,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, of weaves n.e.c. in item no. 5211.4"
5067,290712,0.7218448236251259,Monophenols: cresols and their salts
2882,240391,0.7211598334214673,Tobacco: homogenised or reconstituted
3251,283319,0.7193996444899652,Sodium sulphates: other than disodium sulphate
2435,848030,0.7184289831746462,"Moulding patterns: of metal, metal carbides, glass, mineral materials, rubber or plastics"
4372,10392,0.7179339160262854,"Swine: live, other than pure-bred breeding animals, weighing 50kg or more"
4086,251820,0.7176154664994866,"Dolomite, calcined or sintered: including dolomite roughly trimmed, or merely cut by sawing or otherwise into blocks or slabs of rectangular (including square) shape"
4498,370239,0.7158069704183315,"Photographic film: in rolls, (other than with silver halide emulsion and for colour photography), sensitised, unexposed, without sprocket holes, of a width not exceeding 105mm (other than of paper, paperboard or textiles)"
5005,291100,0.7154799326879558,"Acetals and hemiacetals: whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives"
2683,160413,0.7144786353543237,"Fish preparations: sardines, sardinella and brisling or sprats, prepared or preserved, whole or in pieces (but not minced)"
1301,520839,0.7135904326059119,"Fabrics, woven: containing 85% or more by weight of cotton, dyed, of weaves n.e.c. in item no. 5208.3 weighing not more than 200g/m2"
5032,845510,0.7134302989642204,Metal-rolling mills: tube mills
3884,284321,0.7110559099299363,Silver compounds: silver nitrates
3046,851621,0.7101344971931881,Heating apparatus: electric storage heating radiators
2432,847759,0.7087112574445104,"Machinery: for moulding or forming, for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter"
5287,30456,0.7071109069055035,"Fish meat: excluding fillets, whether or not minced: fresh or chilled, dogfish and other sharks"
4854,290543,0.7059642991688133,"Alcohols: polyhydric, mannitol"
748,200190,0.7051707635449598,"Vegetable preparations: vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid (excluding cucumbers and gherkins)"
3006,160510,0.7050419450292488,"Crustacean preparations: crab, prepared or preserved"
4195,540341,0.704238761223639,"Yarn, artificial: filament, monofilament (less than 67 decitex), of viscose rayon (not high tenacity), multiple (folded) or cabled, not for retail sale, not sewing thread"
4522,843352,0.7030178413574592,Threshing machinery: other than combine harvester-threshers
3739,540269,0.7025448065461379,"Yarn, synthetic: filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, multiple (folded) or cabled, n.e.c. in heading no. 5402, not for retail sale, not sewing thread"
3470,550190,0.7008770159234775,"Fibres: synthetic filament tow, of synthetic materials n.e.c. in heading no. 5501"
2627,870520,0.697592549873894,Vehicles: mobile drilling derricks
69,70930,0.6967978353298399,"Vegetables: aubergines, (e.g. plants), fresh or chilled"
1067,520949,0.6960006697755825,"Fabrics, woven: containing 85% or more by weight of cotton, of yarns of different colours, of weaves n.e.c. in item no. 5209.4, weighing more than 200g/m2"
50,630190,0.694803079362716,Blankets and travelling rugs: n.e.c. in heading no. 6301
861,560819,0.6944443056309362,"Twine, cordage or rope: knotted netting, for other than fishing, of man-made textile materials"
2650,330530,0.6927427981574692,Hair preparations: lacquers
4063,160412,0.6923078864178861,"Fish preparations: herrings, prepared or preserved, whole or in pieces (but not minced)"
1562,620711,0.6917315854493873,"Underpants and briefs: men's or boys', of cotton (not knitted or crocheted)"
1603,300390,0.6912243134474241,"Medicaments: (not containing antibiotics, hormones, alkaloids or their derivatives), for therapeutic or prophylactic uses, (not packaged for retail sale)"
3069,710231,0.6880486768386788,"Diamonds: non-industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set"
1790,251620,0.6880455014354132,"Sandstone:. whether or not roughly trimmed, cut, by sawing etc, into blocks or slabs of a rectangular (including square) shape"
4189,390430,0.687769823843815,"Vinyl chloride, other halogenated olefin polymers: vinyl chloride-vinyl acetate copolymers, in primary forms"
4489,551221,0.6845849307128179,"Fabrics, woven: of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, unbleached or bleached"
2478,845019,0.683793717540092,"Washing machines: household or laundry-type, not fully-automatic, without built-in centrifugal drier, of a dry linen capacity not exceeding 10kg"
1524,401590,0.6813896776968823,"Rubber: vulcanised (other than hard rubber), articles of apparel and clothing accessories (other than gloves, mittens and mitts)"
4459,580430,0.6802262836197681,"Lace: hand-made, in the piece, in strips or motifs, (other than fabrics of headings 60.02 to 60.06)"
677,620412,0.6775858459962776,"Suits: women's or girls', of cotton (not knitted or crocheted)"
5335,291818,0.6759523812374376,"Acids: carboxylic acids, (with alcohol function but without other oxygen function), chlorobenzilate (ISO)"
3207,21020,0.6756287258328274,"Meat: salted, in brine, dried or smoked, of bovine animals"
4428,711610,0.674705667559681,Pearls: articles of natural or cultured pearls
189,701310,0.6744417982481193,"Glassware: of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than of heading no. 7010 or 7018), of glass-ceramics"
4649,510820,0.6738151469738646,"Yarn: of fine animal hair, combed, not put up for retail sale"
5233,292521,0.6705237251766785,Imines and their derivatives: salts thereof: chlordimeform (ISO)
5138,291250,0.6701042047227104,Aldehydes: cyclic polymers of aldehydes
4210,900652,0.66988897865817,"Cameras, photographic (excluding cinematographic): of a kind (not SLR) for roll film of a width less than 35mm"
2084,321000,0.669150549706622,"Paints and varnishes: (including enamels, lacquers and distempers), prepared water pigments of a kind used for finishing leather"
549,853939,0.6662300982483466,"Lamps: discharge, (excluding ultra-violet, excluding fluorescent, hot cathode)"
2482,110290,0.6643975953097071,"Cereal flours: other than wheat, meslin, and maize (corn)"
257,71310,0.6625290333946697,"Vegetables, leguminous: peas (pisum sativum), shelled, whether or not skinned or split, dried"
5179,293131,0.6593249326715246,"Organo-inorganic compounds: organo-phosphorus derivatives, dimethyl methylphosphonate"
657,850220,0.6587931333013519,Electric generating sets: with spark-ignition internal combustion piston engines
5320,281211,0.6583097858998774,Carbonyl dichloride (phosgene)
591,820510,0.6559791383747865,"Tools, hand: drilling, threading or tapping tools"
4093,282732,0.6545940981175714,Chlorides: of aluminium
2248,251741,0.6538716790447766,"Stones: of marble, in granules, chippings and powder, whether or not heat-treated"
2475,294200,0.652763514319286,Organic compounds: n.e.c. in chapter 29
4858,511220,0.6517485348548655,"Fabrics, woven: of combed wool or combed fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made filaments"
2996,711291,0.6512357925671445,"Waste and scrap of precious metals: of gold, including metal clad with gold but excluding sweepings containing other precious metals"
5326,293392,0.65095587466815,Heterocyclic compounds: azinphos-methyl (ISO)
1704,842820,0.6503778940994255,Elevators and conveyors: pneumatic
238,90931,0.6499496468878733,"Spices: cumin seeds, neither crushed nor ground"
3200,20724,0.6482916442542626,"Meat and edible offal: of turkeys, not cut in pieces, fresh or chilled"
432,330730,0.6479621639675044,"Perfumery, cosmetic or toilet preparations: perfumed bath salts and other bath preparations"
4002,291713,0.6466722437865801,"Acids: acyclic polycarboxylic acids: azelaic acid, sebacic acid, their salts and esters"
3360,230230,0.6449981929710664,"Bran, sharps and other residues: of wheat, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof"
3524,551291,0.6448404503209592,"Fabrics, woven: of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, unbleached or bleached"
1334,620413,0.644399127361113,"Suits: women's or girls', of synthetic fibres (not knitted or crocheted)"
843,790700,0.6442876481877111,Zinc: articles n.e.c. in chapter 79
769,570231,0.6426658619306188,"Carpets and other textile floor coverings: woven, (not tufted or flocked), of wool or fine animal hair, of pile construction, not made up, n.e.c. in item no. 5702.10 or 5702.20"
2721,521139,0.6407086823325968,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, of weaves n.e.c. in item no. 5211.3"
4380,292239,0.6404927562948323,"Amino-aldehydes, amino-ketones and amino-quinones: other than those containing more than one kind of oxygen function: salts thereof, excluding amfepramone (INN), methadone (INN), and normethadone (INN) and salts thereof"
926,852550,0.6403195478875252,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating sound recording or reproducing apparatus, not incorporating reception apparatus"
2051,680223,0.6375397973349093,"Granite: articles thereof, simply cut or sawn, with a flat or even surface"
3341,961310,0.6374185383227396,"Lighters: pocket, cigarette, gas fuelled, non-refillable"
1406,721621,0.6371884699759464,"Iron or non-alloy steel: L sections, hot-rolled, hot-drawn or extruded, of a height of less than 80mm"
848,851761,0.6367057758419177,Base stations
399,10690,0.636176939812838,"Animals: live, n.e.c. in chapter 01, other than mammals, reptiles, birds and insects"
5370,291616,0.635542950239754,"Acids: unsaturated acyclic monocarboxylic, cyclic monocarboxylic, their anhydrides, halides, peroxides and peroxyacids: their halogenated, sulphonated, nitrated or nitrosated derivatives, binapacryl (ISO)"
3033,731021,0.6354996582731022,"Cans: which are to be closed by soldering or crimping, for any material (excluding compressed or liquefied gas), less than 50l capacity, of iron or steel"
2281,401694,0.6338222684178223,"Rubber: vulcanised (other than hard rubber), boat or dock fenders, whether or not inflatable, of non-cellular rubber"
4503,550911,0.633409889213468,"Yarn: (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale"
2848,851120,0.6325604833840661,"Ignition or starting equipment: ignition magnetos, magneto-dynamos and magnetic flywheels, of a kind used for spark or compression-ignition internal combustion engines"
2255,320411,0.6314209229346827,Dyes: disperse dyes and preparations based thereon
2604,271210,0.6297637864696247,Petroleum jelly
3508,440398,0.6257523808503306,"Wood: of eucalyptus (Eucalyptus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated"
